.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Draco,$29,$19,$00,$03,$06,$05
ID_02,Gallus,$2B,$19,$00,$03,$06,$06
ID_03,Anguilla,$29,$1B,$00,$03,$06,$07
ID_04,Ovis,$2B,$1B,$00,$03,$06,$08
ID_05,Tigris,$28,$19,$00,$03,$06,$09
ID_06,Simia,$2D,$19,$00,$03,$06,$0A
ID_07,Bovis,$27,$1A,$00,$03,$06,$0B
ID_08,Mus,$28,$18,$00,$03,$06,$0C
ID_09,Ishtar3,$26,$14,$01,$01,$06,$00
ID_10,BelhallaArmy1,$26,$15,$00,$01,$06,$01
ID_11,BelhallaArmy4,$25,$14,$00,$01,$06,$02
ID_12,BelhallaArmy2,$25,$13,$00,$01,$06,$03
ID_13,BelhallaArmy3,$24,$14,$00,$01,$06,$04
