.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Julius2,$2A,$16,$01,$03,$06,$00
ID_02,Canis,$2A,$19,$00,$03,$06,$01
ID_03,Lepus,$29,$18,$00,$03,$06,$02
ID_04,Porcus,$2B,$18,$00,$03,$06,$03
ID_05,Equus,$2A,$1A,$00,$03,$06,$04
ID_06,Draco,$29,$19,$00,$03,$06,$05
ID_07,Gallus,$2B,$19,$00,$03,$06,$06
ID_08,Anguilla,$29,$1B,$00,$03,$06,$07
ID_09,Ovis,$2B,$1B,$00,$03,$06,$08
ID_10,Tigris,$28,$19,$00,$03,$06,$09
ID_11,Simia,$2D,$19,$00,$03,$06,$0A
ID_12,Bovis,$27,$1A,$00,$03,$06,$0B
ID_13,Mus,$28,$18,$00,$03,$06,$0C
ID_14,Ishtar3,$26,$14,$01,$01,$06,$00
ID_15,BelhallaArmy1,$26,$15,$00,$01,$06,$01
ID_16,BelhallaArmy4,$25,$14,$00,$01,$06,$02
ID_17,BelhallaArmy2,$25,$13,$00,$01,$06,$03
ID_18,BelhallaArmy3,$24,$14,$00,$01,$06,$04
ID_19,BelhallaArmy1,$24,$15,$00,$01,$06,$05
ID_20,BelhallaArmy4,$23,$14,$00,$01,$06,$06
ID_21,BelhallaArmy2,$23,$13,$00,$01,$06,$07
ID_22,BelhallaArmy3,$22,$14,$00,$01,$06,$08
ID_23,BelhallaArmy1,$22,$15,$00,$01,$06,$09
ID_24,BelhallaArmy4,$21,$14,$00,$01,$06,$0A
ID_25,BelhallaArmy2,$21,$13,$00,$01,$06,$0B
ID_26,BelhallaArmy3,$20,$14,$00,$01,$06,$0C
ID_27,Meng,$27,$14,$01,$02,$06,$00
ID_28,Mabel,$27,$15,$00,$02,$06,$01
ID_29,Bleg,$27,$13,$00,$02,$06,$02
ID_30,$FFFF,0,0,0,0,0,0
