.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Schmidt,$1C,$3D,$01,$01,$04,$00
ID_02,RibautArmy,$1C,$3E,$00,$01,$04,$01
ID_03,RibautArmy,$1D,$3D,$00,$01,$04,$02
ID_04,RibautArmy,$1D,$3E,$00,$01,$04,$03
ID_05,RibautArmy,$1E,$3D,$00,$01,$04,$04
ID_06,RibautArmy,$1E,$3E,$00,$01,$04,$05
ID_07,RibautArmy,$1F,$3D,$00,$01,$04,$06
ID_08,RibautArmy,$1F,$3E,$00,$01,$04,$07
ID_09,RibautArmy,$20,$3D,$00,$01,$04,$08
ID_10,RibautArmy,$20,$3E,$00,$01,$04,$09
ID_11,RibautArmy,$21,$3D,$00,$01,$04,$0A
ID_12,RibautArmy,$21,$3E,$00,$01,$04,$0B
ID_13,$FFFF,0,0,0,0,0,0
