.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Hannibal,35,18,1,1,FS_Ch09Kapathogia,0
ID_02,KapathogiaHighPriest,34,17,0,1,FS_Ch09Kapathogia,1
ID_03,KapathogiaLanceArmor,34,19,0,1,FS_Ch09Kapathogia,2
ID_04,KapathogiaLanceArmor,35,16,0,1,FS_Ch09Kapathogia,3
ID_05,KapathogiaLanceArmor,35,20,0,1,FS_Ch09Kapathogia,4
ID_06,KapathogiaLanceArmor,37,18,0,1,FS_Ch09Kapathogia,5
ID_07,KapathogiaLanceArmor,37,16,0,1,FS_Ch09Kapathogia,6
ID_08,KapathogiaLanceArmor,37,20,0,1,FS_Ch09Kapathogia,7
ID_09,KapathogiaLanceArmor,36,17,0,1,FS_Ch09Kapathogia,8
ID_10,KapathogiaLanceArmor,36,19,0,1,FS_Ch09Kapathogia,9
ID_11,KapathogiaBowArmor,35,14,0,1,FS_Ch09Kapathogia,10
ID_12,KapathogiaBowArmor,35,22,0,1,FS_Ch09Kapathogia,11
ID_13,KapathogiaBowArmor,34,15,0,1,FS_Ch09Kapathogia,12
ID_14,KapathogiaBowArmor,34,21,0,1,FS_Ch09Kapathogia,13
ID_15,KapathogiaSwordArmor,36,15,0,1,FS_Ch09Kapathogia,14
ID_16,KapathogiaSwordArmor,36,21,0,1,FS_Ch09Kapathogia,15
ID_17,KapathogiaSwordArmor,37,14,0,1,FS_Ch09Kapathogia,16
ID_18,KapathogiaSwordArmor,37,22,0,1,FS_Ch09Kapathogia,17
ID_19,Kanatz,32,17,1,2,FS_Ch09Kapathogia,0
ID_20,Distler,10,27,1,1,FS_Ch09Luthecia,0
ID_21,Altena,52,39,1,1,FS_Ch09Thracia,0
ID_22,AltenaSquadCh09SleepSword,52,38,0,1,FS_Ch09Thracia,1
ID_23,AltenaSquadCh09SleepSword,51,38,0,1,FS_Ch09Thracia,2
ID_24,AltenaSquadCh09SleepSword,53,38,0,1,FS_Ch09Thracia,3
ID_25,AltenaSquadCh09Javelin,52,37,0,1,FS_Ch09Thracia,4
ID_26,AltenaSquadCh09Javelin,50,38,0,1,FS_Ch09Thracia,5
ID_27,AltenaSquadCh09Javelin,54,38,0,1,FS_Ch09Thracia,6
ID_28,AltenaSquadCh09Javelin,51,37,0,1,FS_Ch09Thracia,7
ID_29,AltenaSquadCh09Javelin,53,37,0,1,FS_Ch09Thracia,8
ID_30,AltenaSquadCh09Javelin,52,36,0,1,FS_Ch09Thracia,9
ID_31,$FFFF,0,0,0,0,0,0
