.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,LombardCh05,55,6,1,1,FS_Ch05Lubeck,0
ID_02,LubeckGuardGeneral,55,9,0,1,FS_Ch05Lubeck,1
ID_03,LubeckGuardGeneral,54,8,0,1,FS_Ch05Lubeck,2
ID_04,LubeckGuardGeneral,56,8,0,1,FS_Ch05Lubeck,3
ID_05,Slayder,57,4,1,2,FS_Ch05Lubeck,0
ID_06,SlayderSquadAxeKnight,57,3,0,2,FS_Ch05Lubeck,1
ID_07,SlayderSquadAxeKnight,56,4,0,2,FS_Ch05Lubeck,2
ID_08,SlayderSquadAxeKnight,56,3,0,2,FS_Ch05Lubeck,3
ID_09,SlayderSquadAxeKnight,55,4,0,2,FS_Ch05Lubeck,4
ID_10,SlayderSquadAxeKnight,55,3,0,2,FS_Ch05Lubeck,5
ID_11,SlayderSquadAxeKnight,54,4,0,2,FS_Ch05Lubeck,6
ID_12,SlayderSquadAxeKnight,54,3,0,2,FS_Ch05Lubeck,7
ID_13,SlayderSquadAxeKnight,53,4,0,2,FS_Ch05Lubeck,8
ID_14,SlayderSquadAxeKnight,53,3,0,2,FS_Ch05Lubeck,9
ID_15,LubeckCommanderGeneralRight,33,5,1,3,FS_Ch05Lubeck,0
ID_16,LubeckAxeArmorRight,32,5,0,3,FS_Ch05Lubeck,1
ID_17,LubeckThunderMageRight,33,6,0,3,FS_Ch05Lubeck,2
ID_18,LubeckThunderMageRight,33,4,0,3,FS_Ch05Lubeck,3
ID_19,LubeckAxeArmorRight,32,6,0,3,FS_Ch05Lubeck,4
ID_20,LubeckAxeArmorRight,32,4,0,3,FS_Ch05Lubeck,5
ID_21,LubeckAxeArmorRight,32,7,0,3,FS_Ch05Lubeck,6
ID_22,LubeckAxeArmorRight,32,3,0,3,FS_Ch05Lubeck,7
ID_23,BrigandCh05,32,2,0,4,FS_Ch05Lubeck,0
ID_24,BrigandCh05,37,22,0,4,FS_Ch05Lubeck,0
ID_25,BrigandCh05,19,4,0,4,FS_Ch05Lubeck,0
ID_26,BrigandCh05,16,23,0,4,FS_Ch05Lubeck,0
ID_27,BrigandCh05,5,20,0,4,FS_Ch05Lubeck,0
ID_28,LubeckCommanderGeneralLeft,1,19,1,5,FS_Ch05Lubeck,0
ID_29,LubeckAxeArmorLeft,2,19,0,5,FS_Ch05Lubeck,1
ID_30,LubeckThunderMageLeft,1,18,0,5,FS_Ch05Lubeck,2
ID_31,LubeckThunderMageLeft,1,20,0,5,FS_Ch05Lubeck,3
ID_32,LubeckAxeArmorLeft,2,18,0,5,FS_Ch05Lubeck,4
ID_33,LubeckAxeArmorLeft,2,20,0,5,FS_Ch05Lubeck,5
ID_34,LubeckAxeArmorLeft,2,17,0,5,FS_Ch05Lubeck,6
ID_35,LubeckAxeArmorLeft,2,21,0,5,FS_Ch05Lubeck,7
ID_36,LubeckIronBallistician,60,9,0,6,FS_Ch05Lubeck,0
ID_37,LubeckIronBallistician,60,8,0,6,FS_Ch05Lubeck,0
ID_38,LubeckIronBallistician,61,4,0,6,FS_Ch05Lubeck,0
ID_39,LubeckIronBallistician,61,3,0,6,FS_Ch05Lubeck,0
ID_40,Byron,48,4,1,1,FS_Ch05Byron,48
ID_41,AndreyCh05,56,12,1,7,FS_Ch05Lubeck,40
ID_42,AndreySquadCh05BowKnight,56,11,0,7,FS_Ch05Lubeck,1
ID_43,AndreySquadCh05BowKnight,55,12,0,7,FS_Ch05Lubeck,2
ID_44,AndreySquadCh05BowKnight,55,11,0,7,FS_Ch05Lubeck,3
ID_45,AndreySquadCh05BowKnight,54,12,0,7,FS_Ch05Lubeck,4
ID_46,AndreySquadCh05BowKnight,54,11,0,7,FS_Ch05Lubeck,5
ID_47,AndreySquadCh05BowKnight,53,12,0,7,FS_Ch05Lubeck,6
ID_48,AndreySquadCh05BowKnight,53,11,0,7,FS_Ch05Lubeck,7
ID_49,$FFFF,0,0,0,0,0,0
