.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Jacobi,41,30,1,1,FS_Ch03Madino,0
ID_02,MadinoGuardBishop,41,33,0,1,FS_Ch03Madino,1
ID_03,MadinoGuardMage,40,32,0,1,FS_Ch03Madino,2
ID_04,MadinoGuardMage,42,32,0,1,FS_Ch03Madino,3
ID_05,MadinoSwordArmor,41,34,0,1,FS_Ch03Madino,4
ID_06,MadinoSwordArmor,40,33,0,1,FS_Ch03Madino,5
ID_07,MadinoSwordArmor,42,33,0,1,FS_Ch03Madino,6
ID_08,MadinoBowArmor,39,32,0,1,FS_Ch03Madino,7
ID_09,MadinoBowArmor,43,32,0,1,FS_Ch03Madino,8
ID_10,MadinoLanceArmor,39,33,0,1,FS_Ch03Madino,9
ID_11,MadinoLanceArmor,43,33,0,1,FS_Ch03Madino,10
ID_12,MadinoCommanderGeneralCenter,42,40,1,2,FS_Ch03Madino,0
ID_13,MadinoAxeArmorCenter,41,40,0,2,FS_Ch03Madino,1
ID_14,MadinoAxeArmorCenter,43,40,0,2,FS_Ch03Madino,2
ID_15,MadinoAxeArmorCenter,40,40,0,2,FS_Ch03Madino,3
ID_16,MadinoAxeArmorCenter,44,40,0,2,FS_Ch03Madino,4
ID_17,MadinoCommanderArchKnight,47,37,1,3,FS_Ch03Madino,0
ID_18,MadinoBowKnight,47,38,0,3,FS_Ch03Madino,1
ID_19,MadinoBowKnight,47,39,0,3,FS_Ch03Madino,2
ID_20,MadinoBowKnight,47,40,0,3,FS_Ch03Madino,3
ID_21,MadinoBowKnight,47,41,0,3,FS_Ch03Madino,4
ID_22,MadinoCommanderGeneralRight,58,56,1,4,FS_Ch03Madino,0
ID_23,MadinoLanceArmorRight,58,57,0,4,FS_Ch03Madino,1
ID_24,MadinoLanceArmorRight,58,55,0,4,FS_Ch03Madino,2
ID_25,MadinoLanceArmorRight,58,58,0,4,FS_Ch03Madino,3
ID_26,MadinoLanceArmorRight,58,54,0,4,FS_Ch03Madino,4
ID_27,MadinoCommanderFireMageWoods,30,38,1,5,FS_Ch03Madino,0
ID_28,MadinoMageWoods,31,38,0,5,FS_Ch03Madino,1
ID_29,MadinoMageWoods,29,38,0,5,FS_Ch03Madino,2
ID_30,MadinoMageWoods,32,38,0,5,FS_Ch03Madino,3
ID_31,MadinoMageWoods,28,38,0,5,FS_Ch03Madino,4
ID_32,MadinoCommanderDukeKnight,10,56,1,6,FS_Ch03Madino,0
ID_33,MadinoLanceKnight,11,56,0,6,FS_Ch03Madino,1
ID_34,MadinoLanceKnight,12,56,0,6,FS_Ch03Madino,2
ID_35,MadinoLanceKnight,13,56,0,6,FS_Ch03Madino,3
ID_36,MadinoLanceKnight,14,56,0,6,FS_Ch03Madino,4
ID_37,MadinoCommanderIronBallistician,41,28,1,7,FS_Ch03Madino,0
ID_38,MadinoBallistician,42,28,0,7,FS_Ch03Madino,1
ID_39,MadinoBallistician,40,28,0,7,FS_Ch03Madino,2
ID_40,PirateCh03,23,32,0,1,FS_Ch03Orgahil,0
ID_41,PirateCh03,29,30,0,1,FS_Ch03Orgahil,0
ID_42,PirateCh03,35,25,0,1,FS_Ch03Orgahil,0
ID_43,PirateCh03,46,24,0,1,FS_Ch03Orgahil,0
ID_44,PirateCh03,51,34,0,1,FS_Ch03Orgahil,0
ID_45,PirateCh03,56,40,0,1,FS_Ch03Orgahil,0
ID_46,SylvaleBlockadeCommanderLanceArmor,19,45,1,1,FS_Ch03Sylvale,0
ID_47,SylvaleBlockadeLanceArmor,19,44,0,1,FS_Ch03Sylvale,1
ID_48,SylvaleBlockadeLanceArmor,19,46,0,1,FS_Ch03Sylvale,2
ID_49,$FFFF,0,0,0,0,0,0
