.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,DarkBishopCh10,56,47,1,1,FS_Ch10Chronos,0
ID_02,SniperCh10,55,48,0,1,FS_Ch10Chronos,1
ID_03,SniperCh10,57,48,0,1,FS_Ch10Chronos,2
ID_04,HeroCh10,54,47,0,1,FS_Ch10Chronos,3
ID_05,HeroCh10,58,47,0,1,FS_Ch10Chronos,4
ID_06,DarkMageCh10Hel,56,45,0,1,FS_Ch10Chronos,5
ID_07,DarkMageCh10Hel,54,45,0,1,FS_Ch10Chronos,6
ID_08,DarkMageCh10Jormungandr,58,45,0,1,FS_Ch10Chronos,7
ID_09,DarkMageCh10Jormungandr,55,46,0,1,FS_Ch10Chronos,8
ID_10,DarkMageCh10Jormungandr,57,46,0,1,FS_Ch10Chronos,9
ID_11,DarkMageCh10Jormungandr,52,47,0,1,FS_Ch10Chronos,10
ID_12,DarkMageCh10SleepStaff,53,47,0,2,FS_Ch10Chronos,15
ID_13,DarkMageCh10Fenrir,55,47,0,2,FS_Ch10Chronos,16
ID_14,DarkMageCh10SleepStaff,57,47,0,2,FS_Ch10Chronos,17
ID_15,DarkMageCh10Fenrir,59,47,0,2,FS_Ch10Chronos,18
ID_16,ChronosChildMale,38,43,0,1,FS_Ch10Civilians,0
ID_17,ChronosChildMale,37,42,0,1,FS_Ch10Civilians,1
ID_18,ChronosChildMale,38,42,0,1,FS_Ch10Civilians,2
ID_19,ChronosChildFemale,37,43,0,1,FS_Ch10Civilians,3
ID_20,ChronosChildFemale,38,41,0,1,FS_Ch10Civilians,4
ID_21,ChronosChildFemale,39,43,0,1,FS_Ch10Civilians,5
ID_22,PirateCh10,50,61,0,5,FS_Ch10Miletos,0
ID_23,PirateCh10,48,61,0,5,FS_Ch10Miletos,0
ID_24,PirateCh10,14,61,0,5,FS_Ch10Miletos,0
ID_25,PirateCh10,9,61,0,5,FS_Ch10Miletos,0
ID_26,PirateCh10,39,16,0,5,FS_Ch10Miletos,0
ID_27,$FFFF,0,0,0,0,0,0
