.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Fisher,$27,$22,$01,$02,$02,$00
ID_02,DozelArmy2,$27,$23,$00,$02,$02,$01
ID_03,DozelArmy2,$28,$22,$00,$02,$02,$02
ID_04,DozelArmy2,$28,$23,$00,$02,$02,$03
ID_05,DozelArmy1,$29,$22,$00,$02,$02,$04
ID_06,DozelArmy1,$29,$23,$00,$02,$02,$05
ID_07,DozelArmy1,$2A,$22,$00,$02,$02,$06
ID_08,DozelArmy1,$2A,$23,$00,$02,$02,$07
ID_09,DozelArmy1,$2B,$22,$00,$02,$02,$08
ID_10,DozelArmy1,$2B,$23,$00,$02,$02,$09
ID_11,Brian,$1B,$24,$01,$03,$02,$00
ID_12,Grauenritter3,$1C,$24,$00,$03,$02,$01
ID_13,Grauenritter3,$1B,$25,$00,$03,$02,$02
ID_14,Grauenritter3,$1A,$25,$00,$03,$02,$03
ID_15,Grauenritter2,$1B,$26,$00,$03,$02,$04
ID_16,Grauenritter2,$1C,$26,$00,$03,$02,$05
ID_17,Grauenritter2,$1B,$27,$00,$03,$02,$06
ID_18,Grauenritter2,$1A,$27,$00,$03,$02,$07
ID_19,Grauenritter2,$1B,$28,$00,$03,$02,$08
ID_20,Grauenritter2,$1C,$28,$00,$03,$02,$09
ID_21,Grauenritter2,$1B,$29,$00,$03,$02,$0A
ID_22,Grauenritter2,$1A,$29,$00,$03,$02,$0B
ID_23,Grauenritter2,$1B,$2A,$00,$03,$02,$0C
ID_24,Grauenritter2,$1C,$2A,$00,$03,$02,$0D
ID_25,Grauenritter2,$1B,$2B,$00,$03,$02,$0E
ID_26,Grauenritter2,$1A,$2B,$00,$03,$02,$0F
ID_27,Grauenritter2,$1B,$2C,$00,$03,$02,$10
ID_28,Grauenritter2,$1C,$2C,$00,$03,$02,$11
ID_29,Dagon,$1F,$22,$01,$04,$02,$00
ID_30,$FFFF,0,0,0,0,0,0
