.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Riddell,$08,$39,$01,$01,$03,$00
ID_02,RiddellSquad5,$08,$38,$00,$01,$03,$01
ID_03,RiddellSquad5,$08,$3A,$00,$01,$03,$02
ID_04,RiddellSquad1,$09,$39,$00,$01,$03,$03
ID_05,RiddellSquad1,$09,$38,$00,$01,$03,$04
ID_06,RiddellSquad1,$09,$3A,$00,$01,$03,$05
ID_07,RiddellSquad3,$0A,$39,$00,$01,$03,$06
ID_08,RiddellSquad3,$0A,$38,$00,$01,$03,$07
ID_09,RiddellSquad3,$0A,$3A,$00,$01,$03,$08
ID_10,RiddellSquad4,$0B,$39,$00,$01,$03,$09
ID_11,RiddellSquad4,$0B,$38,$00,$01,$03,$0A
ID_12,RiddellSquad4,$0B,$3A,$00,$01,$03,$0B
ID_13,RiddellSquad2,$0C,$39,$00,$01,$03,$0C
ID_14,RiddellSquad2,$0C,$38,$00,$01,$03,$0D
ID_15,RiddellSquad2,$0C,$3A,$00,$01,$03,$0E
ID_16,Morrigan,$05,$38,$01,$02,$03,$00
ID_17,DarkMage1,$05,$3B,$00,$02,$03,$01
ID_18,DarkMage1,$04,$3A,$00,$02,$03,$02
ID_19,DarkMage1,$06,$3A,$00,$02,$03,$03
ID_20,Hilda1,$24,$30,$01,$03,$02,$00
ID_21,$FFFF,0,0,0,0,0,0
