.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Hilda2,$0A,$18,$01,$01,$03,$00
ID_02,Gelbenritter3,$0A,$19,$00,$01,$03,$01
ID_03,Gelbenritter3,$0B,$18,$00,$01,$03,$02
ID_04,Gelbenritter3,$09,$18,$00,$01,$03,$03
ID_05,Gelbenritter2,$0A,$1A,$00,$01,$03,$04
ID_06,Gelbenritter2,$0B,$19,$00,$01,$03,$05
ID_07,Gelbenritter2,$09,$19,$00,$01,$03,$06
ID_08,Gelbenritter2,$0C,$19,$00,$01,$03,$07
ID_09,Gelbenritter2,$08,$19,$00,$01,$03,$08
ID_10,Gelbenritter2,$0C,$1A,$00,$01,$03,$09
ID_11,Gelbenritter2,$08,$1A,$00,$01,$03,$0A
ID_12,Gelbenritter2,$0B,$1A,$00,$01,$03,$0B
ID_13,Gelbenritter2,$09,$1A,$00,$01,$03,$0C
ID_14,Gelbenritter2,$0A,$1B,$00,$01,$03,$0D
ID_15,Gelbenritter2,$0B,$1B,$00,$01,$03,$0E
ID_16,Gelbenritter2,$09,$1B,$00,$01,$03,$0F
ID_17,Gelbenritter2,$0C,$1B,$00,$01,$03,$10
ID_18,Gelbenritter2,$08,$1B,$00,$01,$03,$11
ID_19,DarkBishop2,$0E,$11,$00,$04,$06,$00
ID_20,DarkMage14,$0E,$12,$00,$04,$06,$01
ID_21,DarkMage14,$0F,$12,$00,$04,$06,$02
ID_22,DarkMage14,$0D,$12,$00,$04,$06,$03
ID_23,DarkMage14,$10,$12,$00,$04,$06,$04
ID_24,DarkMage14,$0C,$12,$00,$04,$06,$05
ID_25,Baran,$08,$14,$01,$02,$03,$00
ID_26,$FFFF,0,0,0,0,0,0
