.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,ConnachtCommanderGeneralBridge,40,8,1,3,FS_Ch08Connacht,0
ID_02,ConnachtLanceArmorBridge,39,8,0,3,FS_Ch08Connacht,1
ID_03,ConnachtLanceArmorBridge,39,9,0,3,FS_Ch08Connacht,2
ID_04,ConnachtLanceArmorBridge,39,7,0,3,FS_Ch08Connacht,3
ID_05,ConnachtCommanderThunderMageBridge,43,8,1,5,FS_Ch08Connacht,0
ID_06,ConnachtThunderMageBridge,43,7,0,5,FS_Ch08Connacht,0
ID_07,ConnachtThunderMageBridge,43,9,0,5,FS_Ch08Connacht,0
ID_08,BloomCh08,49,8,1,6,FS_Ch08Connacht,0
ID_09,ConnachtGuardGeneral,49,11,0,6,FS_Ch08Connacht,1
ID_10,ConnachtGuardGeneral,48,10,0,6,FS_Ch08Connacht,2
ID_11,ConnachtGuardGeneral,50,10,0,6,FS_Ch08Connacht,3
ID_12,BanbaCh08,46,8,1,7,FS_Ch08Connacht,0
ID_13,FotlaCh08,46,7,0,7,FS_Ch08Connacht,1
ID_14,EriuCh08,46,9,0,7,FS_Ch08Connacht,2
ID_15,$FFFF,0,0,0,0,0,0
