.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Magorn,58,61,1,1,FS_Ch05Thracia,0
ID_02,MagornSquadDragonknight,57,61,0,1,FS_Ch05Thracia,1
ID_03,MagornSquadDragonknight,59,61,0,1,FS_Ch05Thracia,2
ID_04,MagornSquadDragonknight,58,60,0,1,FS_Ch05Thracia,3
ID_05,MagornSquadDragonknight,57,60,0,1,FS_Ch05Thracia,4
ID_06,MagornSquadDragonknight,59,60,0,1,FS_Ch05Thracia,5
ID_07,MagornSquadDragonknight,56,61,0,1,FS_Ch05Thracia,6
ID_08,MagornSquadDragonknight,60,61,0,1,FS_Ch05Thracia,7
ID_09,MagornSquadDragonknight,56,60,0,1,FS_Ch05Thracia,8
ID_10,MagornSquadDragonknight,60,60,0,1,FS_Ch05Thracia,9
ID_11,MagornSquadDragonknight,55,61,0,1,FS_Ch05Thracia,10
ID_12,MagornSquadDragonknight,61,61,0,1,FS_Ch05Thracia,11
ID_13,MagornSquadDragonknight,55,60,0,1,FS_Ch05Thracia,12
ID_14,MagornSquadDragonknight,61,60,0,1,FS_Ch05Thracia,13
ID_15,TravantCh05,58,62,1,2,FS_Ch05Thracia,0
ID_16,$FFFF,0,0,0,0,0,0
