.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Bandit4,$3B,$0F,$00,$03,$04,$00
ID_02,Bandit4,$1F,$1A,$00,$04,$04,$00
ID_03,Bandit4,$1E,$23,$00,$04,$04,$00
ID_04,Bandit4,$39,$2C,$00,$04,$04,$00
ID_05,Bandit4,$24,$32,$00,$04,$04,$00
ID_06,SofalaArmy1,$15,$22,$00,$02,$02,$00
ID_07,IsaachArmy1,$35,$33,$00,$02,$03,$00
ID_08,Iuchar,$35,$23,$01,$01,$03,$00
ID_09,IsaachArmy2,$34,$23,$00,$01,$03,$01
ID_10,IsaachArmy2,$36,$23,$00,$01,$03,$02
ID_11,IsaachArmy2,$35,$22,$00,$01,$03,$03
ID_12,IsaachArmy2,$34,$22,$00,$01,$03,$04
ID_13,IsaachArmy2,$36,$22,$00,$01,$03,$05
ID_14,IsaachArmy2,$33,$23,$00,$01,$03,$06
ID_15,IsaachArmy2,$37,$23,$00,$01,$03,$07
ID_16,IsaachArmy2,$33,$22,$00,$01,$03,$08
ID_17,IsaachArmy2,$37,$22,$00,$01,$03,$09
ID_18,Iucharba,$26,$1B,$01,$01,$02,$00
ID_19,SofalaArmy2,$27,$1B,$00,$01,$02,$01
ID_20,SofalaArmy2,$27,$1A,$00,$01,$02,$02
ID_21,SofalaArmy2,$27,$1C,$00,$01,$02,$03
ID_22,SofalaArmy2,$27,$19,$00,$01,$02,$04
ID_23,SofalaArmy2,$27,$1D,$00,$01,$02,$05
ID_24,SofalaArmy2,$27,$18,$00,$01,$02,$06
ID_25,SofalaArmy2,$27,$1E,$00,$01,$02,$07
ID_26,SofalaArmy2,$27,$17,$00,$01,$02,$08
ID_27,SofalaArmy2,$27,$1F,$00,$01,$02,$09
ID_28,Danann,$1A,$3B,$00,$02,$04,$00
ID_29,$FFFF,0,0,0,0,0,0
