.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,BrigandCh06,59,15,0,3,FS_Ch06Ribaut,0
ID_02,BrigandCh06,31,26,0,4,FS_Ch06Ribaut,0
ID_03,BrigandCh06,30,35,0,4,FS_Ch06Ribaut,0
ID_04,BrigandCh06,57,44,0,4,FS_Ch06Ribaut,0
ID_05,BrigandCh06,36,50,0,4,FS_Ch06Ribaut,0
ID_06,SofalaGuardFighter,21,34,0,2,FS_Ch06Sofala,0
ID_07,IsaachGuardAxeKnight,53,51,0,2,FS_Ch06Isaach,0
ID_08,Iuchar,53,35,1,1,FS_Ch06Isaach,0
ID_09,IsaachAxeKnight,52,35,0,1,FS_Ch06Isaach,1
ID_10,IsaachAxeKnight,54,35,0,1,FS_Ch06Isaach,2
ID_11,IsaachAxeKnight,53,34,0,1,FS_Ch06Isaach,3
ID_12,IsaachAxeKnight,52,34,0,1,FS_Ch06Isaach,4
ID_13,IsaachAxeKnight,54,34,0,1,FS_Ch06Isaach,5
ID_14,IsaachAxeKnight,51,35,0,1,FS_Ch06Isaach,6
ID_15,IsaachAxeKnight,55,35,0,1,FS_Ch06Isaach,7
ID_16,IsaachAxeKnight,51,34,0,1,FS_Ch06Isaach,8
ID_17,IsaachAxeKnight,55,34,0,1,FS_Ch06Isaach,9
ID_18,Iucharba,38,27,1,1,FS_Ch06Sofala,0
ID_19,SofalaFighter,39,27,0,1,FS_Ch06Sofala,1
ID_20,SofalaFighter,39,26,0,1,FS_Ch06Sofala,2
ID_21,SofalaFighter,39,28,0,1,FS_Ch06Sofala,3
ID_22,SofalaFighter,39,25,0,1,FS_Ch06Sofala,4
ID_23,SofalaFighter,39,29,0,1,FS_Ch06Sofala,5
ID_24,SofalaFighter,39,24,0,1,FS_Ch06Sofala,6
ID_25,SofalaFighter,39,30,0,1,FS_Ch06Sofala,7
ID_26,SofalaFighter,39,23,0,1,FS_Ch06Sofala,8
ID_27,SofalaFighter,39,31,0,1,FS_Ch06Sofala,9
ID_28,Danann,26,59,0,2,FS_Ch06Ribaut,0
ID_29,$FFFF,0,0,0,0,0,0
