.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Arion1,$35,$2F,$01,$06,$04,$00
ID_02,DragonKnight1,$34,$2F,$00,$06,$04,$01
ID_03,DragonKnight1,$34,$30,$00,$06,$04,$02
ID_04,DragonKnight1,$34,$2E,$00,$06,$04,$03
ID_05,DragonKnight1,$33,$2F,$00,$06,$04,$04
ID_06,DragonKnight1,$34,$31,$00,$06,$04,$05
ID_07,DragonKnight1,$34,$2D,$00,$06,$04,$06
ID_08,DragonKnight1,$33,$30,$00,$06,$04,$07
ID_09,DragonKnight1,$33,$2E,$00,$06,$04,$08
ID_10,DragonKnight1,$32,$2F,$00,$06,$04,$09
ID_11,DragonKnight1,$34,$32,$00,$06,$04,$0A
ID_12,DragonKnight2,$34,$2C,$00,$06,$04,$0B
ID_13,DragonKnight2,$33,$31,$00,$06,$04,$0C
ID_14,DragonKnight2,$33,$2D,$00,$06,$04,$0D
ID_15,DragonKnight2,$32,$30,$00,$06,$04,$0E
ID_16,DragonKnight2,$32,$2E,$00,$06,$04,$0F
ID_17,DragonKnight2,$31,$2F,$00,$06,$04,$10
ID_18,Commander31,$38,$2B,$01,$05,$04,$00
ID_19,ThraciaArmy10,$38,$2A,$00,$05,$04,$01
ID_20,ThraciaArmy10,$37,$2A,$00,$05,$04,$02
ID_21,ThraciaArmy10,$39,$2A,$00,$05,$04,$03
ID_22,ThraciaArmy10,$38,$29,$00,$05,$04,$04
ID_23,ThraciaArmy10,$36,$2A,$00,$05,$04,$05
ID_24,ThraciaArmy10,$3A,$2A,$00,$05,$04,$06
ID_25,ThraciaArmy10,$37,$29,$00,$05,$04,$07
ID_26,ThraciaArmy10,$39,$29,$00,$05,$04,$08
ID_27,ThraciaArmy10,$38,$28,$00,$05,$04,$09
ID_28,Commander32,$34,$27,$01,$04,$04,$00
ID_29,ThraciaArmy11,$34,$26,$00,$04,$04,$01
ID_30,ThraciaArmy11,$33,$26,$00,$04,$04,$02
ID_31,ThraciaArmy11,$35,$26,$00,$04,$04,$03
ID_32,ThraciaArmy11,$34,$25,$00,$04,$04,$04
ID_33,ThraciaArmy11,$32,$26,$00,$04,$04,$05
ID_34,ThraciaArmy11,$36,$26,$00,$04,$04,$06
ID_35,ThraciaArmy11,$33,$25,$00,$04,$04,$07
ID_36,ThraciaArmy11,$35,$25,$00,$04,$04,$08
ID_37,ThraciaArmy11,$34,$24,$00,$04,$04,$09
ID_38,Commander33,$30,$2B,$01,$03,$04,$00
ID_39,ThraciaArmy12,$30,$2A,$00,$03,$04,$01
ID_40,ThraciaArmy12,$2F,$2A,$00,$03,$04,$02
ID_41,ThraciaArmy12,$31,$2A,$00,$03,$04,$03
ID_42,ThraciaArmy12,$30,$29,$00,$03,$04,$04
ID_43,ThraciaArmy12,$2E,$2A,$00,$03,$04,$05
ID_44,ThraciaArmy12,$32,$2A,$00,$03,$04,$06
ID_45,ThraciaArmy12,$2F,$29,$00,$03,$04,$07
ID_46,ThraciaArmy12,$31,$29,$00,$03,$04,$08
ID_47,ThraciaArmy12,$30,$28,$00,$03,$04,$09
ID_48,$FFFF,0,0,0,0,0,0
