.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Muhammad,18,26,1,1,FS_Ch08Connacht,0
ID_02,MuhammadSquadBishop,17,26,0,1,FS_Ch08Connacht,1
ID_03,MuhammadSquadThunderMage,19,29,0,1,FS_Ch08Connacht,2
ID_04,MuhammadSquadThunderMage,19,23,0,1,FS_Ch08Connacht,3
ID_05,MuhammadSquadThunderMage,21,26,0,1,FS_Ch08Connacht,4
ID_06,MuhammadSquadBowArmor,16,28,0,1,FS_Ch08Connacht,5
ID_07,MuhammadSquadBowArmor,20,24,0,1,FS_Ch08Connacht,6
ID_08,MuhammadSquadBowArmor,16,24,0,1,FS_Ch08Connacht,7
ID_09,MuhammadSquadBowArmor,20,28,0,1,FS_Ch08Connacht,8
ID_10,MuhammadSquadLanceArmor,15,27,0,1,FS_Ch08Connacht,9
ID_11,MuhammadSquadLanceArmor,21,25,0,1,FS_Ch08Connacht,10
ID_12,MuhammadSquadLanceArmor,18,29,0,1,FS_Ch08Connacht,11
ID_13,MuhammadSquadLanceArmor,18,23,0,1,FS_Ch08Connacht,12
ID_14,MuhammadSquadLanceArmor,15,25,0,1,FS_Ch08Connacht,13
ID_15,MuhammadSquadLanceArmor,21,27,0,1,FS_Ch08Connacht,14
ID_16,Ovo,38,11,1,2,FS_Ch08Connacht,0
ID_17,OvoSquadTroubadour,38,10,0,2,FS_Ch08Connacht,1
ID_18,OvoSquadTroubadour,37,11,0,2,FS_Ch08Connacht,2
ID_19,OvoSquadTroubadour,37,10,0,2,FS_Ch08Connacht,3
ID_20,OvoSquadTroubadour,36,11,0,2,FS_Ch08Connacht,4
ID_21,OvoSquadTroubadour,36,10,0,2,FS_Ch08Connacht,5
ID_22,OvoSquadLanceKnight,35,11,0,2,FS_Ch08Connacht,6
ID_23,OvoSquadLanceKnight,35,10,0,2,FS_Ch08Connacht,7
ID_24,OvoSquadLanceKnight,34,11,0,2,FS_Ch08Connacht,8
ID_25,OvoSquadLanceKnight,34,10,0,2,FS_Ch08Connacht,9
ID_26,OvoSquadLanceKnight,33,11,0,2,FS_Ch08Connacht,10
ID_27,OvoSquadLanceKnight,33,10,0,2,FS_Ch08Connacht,11
ID_28,BrigandCh08,37,5,0,6,FS_Ch08Meath,0
ID_29,BrigandCh08,31,25,0,6,FS_Ch08Meath,0
ID_30,BrigandCh08,56,39,0,7,FS_Ch08Meath,0
ID_31,BrigandCh08,55,41,0,7,FS_Ch08Meath,0
ID_32,RogueCh08,53,42,0,8,FS_Ch08Meath,0
ID_33,$FFFF,0,0,0,0,0,0
