.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Myos,59,7,1,1,FS_Ch04Tofa,0
ID_02,TofaArmy2,59,10,0,1,FS_Ch04Tofa,1
ID_03,TofaArmy2,58,9,0,1,FS_Ch04Tofa,2
ID_04,TofaArmy2,60,9,0,1,FS_Ch04Tofa,3
ID_05,TofaArmy1,59,11,0,1,FS_Ch04Tofa,4
ID_06,TofaArmy1,58,10,0,1,FS_Ch04Tofa,5
ID_07,TofaArmy1,60,10,0,1,FS_Ch04Tofa,6
ID_08,TofaArmy1,57,9,0,1,FS_Ch04Tofa,7
ID_09,TofaArmy1,61,9,0,1,FS_Ch04Tofa,8
ID_10,TofaArmy1,57,10,0,1,FS_Ch04Tofa,9
ID_11,TofaArmy1,61,10,0,1,FS_Ch04Tofa,10
ID_12,Commander15,45,14,1,2,FS_Ch04Tofa,0
ID_13,TofaMyrmidon,45,15,0,2,FS_Ch04Tofa,1
ID_14,TofaMyrmidon,45,13,0,2,FS_Ch04Tofa,2
ID_15,Cuvuli,28,23,1,3,FS_Ch04Tofa,0
ID_16,CuvuliSquadWindMage,27,23,0,3,FS_Ch04Tofa,1
ID_17,CuvuliSquadWindMage,29,26,0,3,FS_Ch04Tofa,2
ID_18,CuvuliSquadWindMage,29,20,0,3,FS_Ch04Tofa,3
ID_19,CuvuliSquadWindMage,31,23,0,3,FS_Ch04Tofa,4
ID_20,CuvuliSquadWindMage,26,25,0,3,FS_Ch04Tofa,5
ID_21,CuvuliSquadWindMage,30,21,0,3,FS_Ch04Tofa,6
ID_22,CuvuliSquadWindMage,26,21,0,3,FS_Ch04Tofa,7
ID_23,CuvuliSquadWindMage,30,25,0,3,FS_Ch04Tofa,8
ID_24,CuvuliSquadWindMage,25,24,0,3,FS_Ch04Tofa,9
ID_25,CuvuliSquadWindMage,31,22,0,3,FS_Ch04Tofa,10
ID_26,TofaCommanderWarMage,52,11,1,4,FS_Ch04Tofa,0
ID_27,TofaWindMageRight,52,12,0,4,FS_Ch04Tofa,1
ID_28,TofaWindMageRight,52,10,0,4,FS_Ch04Tofa,2
ID_29,TofaWindMageMountain,48,24,1,5,FS_Ch04Tofa,0
ID_30,PirateCh04,47,2,0,6,FS_Ch04Tofa,0
ID_31,PirateCh04,39,25,0,6,FS_Ch04Tofa,0
ID_32,PirateCh04,30,9,0,6,FS_Ch04Tofa,0
ID_33,PirateCh04,17,17,0,6,FS_Ch04Tofa,0
ID_34,PirateCh04,21,25,0,6,FS_Ch04Tofa,0
ID_35,PirateCh04,24,38,0,6,FS_Ch04Tofa,0
ID_36,SilesseBlockadeWindMage,20,44,0,1,FS_Ch04Silesse,0
ID_37,Dithorba,56,8,1,7,FS_Ch04Tofa,0
ID_38,DithorbaSquadPegasusKnight,55,8,0,7,FS_Ch04Tofa,1
ID_39,DithorbaSquadPegasusKnight,55,9,0,7,FS_Ch04Tofa,2
ID_40,DithorbaSquadPegasusKnight,55,7,0,7,FS_Ch04Tofa,3
ID_41,DithorbaSquadPegasusKnight,54,8,0,7,FS_Ch04Tofa,4
ID_42,DithorbaSquadPegasusKnight,55,10,0,7,FS_Ch04Tofa,5
ID_43,DithorbaSquadPegasusKnight,55,6,0,7,FS_Ch04Tofa,6
ID_44,DithorbaSquadPegasusKnight,54,9,0,7,FS_Ch04Tofa,7
ID_45,DithorbaSquadPegasusKnight,54,7,0,7,FS_Ch04Tofa,8
ID_46,DithorbaSquadPegasusKnight,53,8,0,7,FS_Ch04Tofa,9
ID_47,$FFFF,0,0,0,0,0,0
