.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,ElliotCh02,13,40,1,1,FS_Ch02Heirhein,0
ID_02,HeirheinAxeKnight,13,39,0,1,FS_Ch02Heirhein,1
ID_03,HeirheinAxeKnight,13,41,0,1,FS_Ch02Heirhein,2
ID_04,HeirheinAxeKnight,14,40,0,1,FS_Ch02Heirhein,3
ID_05,HeirheinLanceKnight,14,39,0,1,FS_Ch02Heirhein,4
ID_06,HeirheinLanceKnight,14,41,0,1,FS_Ch02Heirhein,5
ID_07,HeirheinLanceKnight,13,38,0,1,FS_Ch02Heirhein,6
ID_08,HeirheinLanceKnight,13,42,0,1,FS_Ch02Heirhein,7
ID_09,HeirheinLanceKnight,14,38,0,1,FS_Ch02Heirhein,8
ID_10,HeirheinLanceKnight,14,42,0,1,FS_Ch02Heirhein,9
ID_11,Philip,11,40,1,2,FS_Ch02Heirhein,0
ID_12,HeirheinPriest,12,40,0,2,FS_Ch02Heirhein,1
ID_13,HeirheinBallistician,11,39,0,2,FS_Ch02Heirhein,2
ID_14,HeirheinBallistician,11,41,0,2,FS_Ch02Heirhein,3
ID_15,HeirheinAxeArmor,12,38,0,2,FS_Ch02Heirhein,4
ID_16,HeirheinAxeArmor,12,42,0,2,FS_Ch02Heirhein,5
ID_17,HeirheinChargeLanceArmor,13,36,0,2,FS_Ch02Heirhein,6
ID_18,HeirheinChargeLanceArmor,13,44,0,2,FS_Ch02Heirhein,7
ID_19,HeirheinChargeLanceArmor,14,36,0,2,FS_Ch02Heirhein,8
ID_20,HeirheinChargeLanceArmor,14,44,0,2,FS_Ch02Heirhein,9
ID_21,HeirheinSwordArmor,12,37,0,2,FS_Ch02Heirhein,10
ID_22,HeirheinSwordArmor,12,43,0,2,FS_Ch02Heirhein,11
ID_23,Bordeaux,5,32,1,3,FS_Ch02Heirhein,0
ID_24,HeirheinGuardLanceArmor,5,35,0,3,FS_Ch02Heirhein,1
ID_25,HeirheinGuardLanceArmor,4,34,0,3,FS_Ch02Heirhein,2
ID_26,HeirheinGuardLanceArmor,6,34,0,3,FS_Ch02Heirhein,3
ID_27,Lachesis,25,51,1,1,FS_Ch02Nordion,0
ID_28,Eva,25,54,0,1,FS_Ch02Nordion,1
ID_29,Eve,24,53,0,1,FS_Ch02Nordion,2
ID_30,Alva,26,53,0,1,FS_Ch02Nordion,3
ID_31,$FFFF,0,0,0,0,0,0
