.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Hawk,$2C,$1C,$00,$01,$02,$00
ID_02,Civilian3,$28,$1E,$01,$02,$02,$00
ID_03,Civilian3,$2A,$1E,$00,$02,$02,$01
ID_04,Civilian3,$2B,$21,$00,$02,$02,$02
ID_05,Civilian4,$2C,$1F,$00,$02,$02,$03
ID_06,Civilian4,$2C,$20,$00,$02,$02,$04
ID_07,Civilian4,$2B,$1F,$00,$02,$02,$05
ID_08,Commander27,$21,$3B,$01,$01,$03,$00
ID_09,ThraciaArmy3,$21,$3A,$00,$01,$03,$01
ID_10,ThraciaArmy3,$20,$3A,$00,$01,$03,$02
ID_11,ThraciaArmy3,$22,$3A,$00,$01,$03,$03
ID_12,ThraciaArmy3,$21,$39,$00,$01,$03,$04
ID_13,ThraciaArmy3,$1F,$3A,$00,$01,$03,$05
ID_14,ThraciaArmy3,$23,$3A,$00,$01,$03,$06
ID_15,ThraciaArmy3,$20,$39,$00,$01,$03,$07
ID_16,ThraciaArmy3,$22,$39,$00,$01,$03,$08
ID_17,ThraciaArmy3,$21,$38,$00,$01,$03,$09
ID_18,Commander28,$25,$37,$01,$02,$03,$00
ID_19,ThraciaArmy5,$25,$36,$00,$02,$03,$01
ID_20,ThraciaArmy5,$24,$36,$00,$02,$03,$02
ID_21,ThraciaArmy5,$26,$36,$00,$02,$03,$03
ID_22,ThraciaArmy5,$25,$35,$00,$02,$03,$04
ID_23,ThraciaArmy5,$23,$36,$00,$02,$03,$05
ID_24,ThraciaArmy5,$27,$36,$00,$02,$03,$06
ID_25,ThraciaArmy5,$24,$35,$00,$02,$03,$07
ID_26,ThraciaArmy5,$26,$35,$00,$02,$03,$08
ID_27,ThraciaArmy5,$25,$34,$00,$02,$03,$09
ID_28,Altena,$29,$3B,$01,$03,$03,$00
ID_29,Coulter,$29,$3A,$00,$03,$03,$01
ID_30,ThraciaArmy4,$28,$3A,$00,$03,$03,$02
ID_31,ThraciaArmy4,$2A,$3A,$00,$03,$03,$03
ID_32,ThraciaArmy4,$29,$39,$00,$03,$03,$04
ID_33,ThraciaArmy4,$27,$3A,$00,$03,$03,$05
ID_34,ThraciaArmy4,$2B,$3A,$00,$03,$03,$06
ID_35,ThraciaArmy4,$28,$39,$00,$03,$03,$07
ID_36,ThraciaArmy4,$2A,$39,$00,$03,$03,$08
ID_37,ThraciaArmy4,$29,$38,$00,$03,$03,$09
ID_38,Maykov,$25,$39,$01,$05,$03,$00
ID_39,Commander29,$23,$32,$01,$04,$03,$00
ID_40,ThraciaArmy6,$23,$31,$00,$04,$03,$01
ID_41,ThraciaArmy6,$22,$32,$00,$04,$03,$02
ID_42,ThraciaArmy6,$24,$32,$00,$04,$03,$03
ID_43,ThraciaArmy6,$22,$31,$00,$04,$03,$04
ID_44,ThraciaArmy6,$24,$31,$00,$04,$03,$05
ID_45,$FFFF,0,0,0,0,0,0
